Char,Diag,wlen
Chandler," (on phone) Laundry. Huh. Is that my new nickname? (Rachel is

absolutely stunned, she opens her mouth in absolute amazement.)",20
Monica," (on phone) Awww, y'know what your nickname is, Mr. Big…",10
Rachel," Arghh!! (She quickly hangs up the phone and starts to pace around

wondering what to do.)",16
Phoebe," (looking out the window) Oh, look! There's Monica and Chandler! (Starts

yelling.) Hey! Hey, you guys! Hey! (Chandler and Monica start taking each other's clothes

off.) Ohh!! Ohh! Ahh-ahhh!!",29
Rachel," Yes, I know! And Joey knows! But Ross doesn't know, so you have to stop

screaming!!",16
Rachel," (trying to divert his attention from the window by jumping up and down)

HI!! Hi! ",15
Rachel," Nothing! Oh God, we're just so excited that you want to get this

apartment!",14
Ross," Actually, it looks really good. (Turns towards the window and now Phoebe

starts jumping to divert his attention.)",18
Phoebe," (Screaming incoherently.) Get in here!!! (Motions to join her and

Rachel.)",11
Phoebe," Okay, so now they know that you know, and they don't know that Rachel

knows?",15
Joey," Yes, but y'know what? It doesn't matter who knows what. Now, enough of us

know that we can just tell them that we know! Then all the lying and the secrets would

finally be over!",35
Phoebe," Or, we could not tell them we know and have a little fun of our

own",16
Rachel," All right honey, we'd better go if we wanna catch that movie.",12
Phoebe," Bye Chandler! (She walks up to him.) (Quietly.) I miss you already. (She

pinches his butt.)",16
Chandler," (after they've left) Okay, did you see that?! With the inappropriate

and the pinching!!",14
Chandler," Okay, so now do you believe that she's attracted to me?",11
Monica," Ohhh, oh my God! Oh my God! She knows about us!",11
Joey, And Rachel. I would've told you but they made me promise not to tell!,14
Monica," Oh man, they think they are so slick messing with us! But, see,

they don't know that we know that they know! So…",23
Phoebe," I'll have to get back to you on that. Okay, bye! (Hangs up.) Oh my God!

He wants me to come over and feel his bicep and more!",28
Rachel," I can not believe he would do that to Mon—Whoa! (She stops suddenly

and slowly turns to point at Joey. Joey is avoiding her eyes.) Joey, do they know that we

know?",32
Rachel," Ugh, I knew it! Oh I cannot believe those two!",10
Phoebe," God, they thought they can mess with us! They're trying to mess with

us?! They don't know that we know they know we know! (Joey just shakes his head.) Joey,

you can't say anything!",34
Chandler," Listen, this is totally getting out of hand! Okay? She wants me to put

lotion on her! ",17
Chandler," Look, she's not backing down! She went like this! (He does a little

mimic of her dance.)",17
Joey, (entering the hall) Oh man! Aren't you guys done yet?!,10
Rachel," Joey look, just look at it this way, the sooner Phoebe breaks Chandler

the sooner this is all over and out in the open.",24
Joey," I like that! (To Phoebe) Oh, okay! Show him your bra! He's afraid of bras!

Can't work 'em! (He swiftly rips open the front of Phoebe's dress revealing her bra.)",30
Phoebe," Joey! (Examining the dress.) Wow, you didn’t rip off any buttons.",11
Monica," You go back out there, and you seduce her till she cracks!",12
Chandler," Okay, give me a second! (Pause) Did you clean up in here?",12
Phoebe," Umm, not without you, lover. (She slowly walks over to him and is

showcasing her bra.) So, this is my bra.",21
Chandler," (swallowing hard) It's very, very nice. Well, come here. I'm very

happy we're gonna have all the sex.",18
Phoebe, You should be. I'm very bendy. (Pause) I'm gonna kiss you now.,12
Chandler," Well, I guess there's nothing left for us to do but-but kiss.",12
Chandler, Okay! Okay! Okay! You win! You win!! I can't have sex with ya!,13
Chandler," Love her! That's right, I…LOVE…HER!!! I love her!! (They

walk together and hug.) I love you, Monica.",17
Phoebe," I just—I thought you guys were doing it, I didn't know you were in

love!",15
Chandler," Yes, and we'd appreciate it if no one told him yet.",11
Ross," (He notices something through the window.) No! No! Wh… What are you

doing?!! (Dr. Ledbetter is slowly backing away.) GET OFF MY SISTER!!!!!!!!!!!!!",23
Phoebe," How could it not be? I mean pretty soon they’re gonna be having

kids, and then they’re just gonna be hanging out with other couples who have kids.

And then maybe they’re gonna have to leave the city to be near a Volvo

dealership.",44
Joey, I don’t want them to move to a Volvo dealership!,10
Joey," I’m sorry, I just…I like things the way they are.",10
Ross," Yes, yes, fine, that is my penis. Can we be grown-ups now?",12
Monica," Oh, that's Nana, right there in the middle. (Reads the back) 'Me and the

gang at Java Joe's'. ",18
Rachel," Wow, Monica, you look just like your grandmother. How old was she there?",13
Ross, Looks like a fun gang. (They all look at each other and smile),13
Rachel," Well, we were just talkin’ about you guys gettin’ married and

how great it is.",15
Joey," Yeah, you can get a Volvo. If that’s what you really want.",12
Monica," Yeah, I don’t hear Chandler’s and he doesn’t hear mine.",10
Joey, (starting to cry) I have never known love like this.,10
Joey," Hey Rach listen, did you know that during pregnancy your fingers swell up

to twice their size and never go back.",21
Rachel," (looking at her fingers) Oh my…God! Let me see that! (Grabs the

book from him.)",15
Phoebe, I brought you my old maternity clothes! (Sets a bag on the counter.),13
Rachel," Oh Pheebs that’s so sweet—(Grabs a pair of pants)—Ooh,

those are so cute!",13
Phoebe," Yeah! And look, (Grabs the pants) see how they expand as the baby grows?

(There’s a stretchy part in front.) And then after the baby’s born, they’re

great for shoplifting melons.",31
Monica," (entering) Oh good you’re all here. Thanksgiving tomorrow, four

o’clock. (To Rachel) Oh, guess who I invited. Remember that guy Will Colbert from

high school?",25
Monica," He was in Ross’s class…marching band…kinda overweight?

Well, really overweight. I mean I was his thin friend.",17
Rachel," Wow! I don’t remember him. Honey, are you sure you’re not

talking about your imaginary boyfriend.",16
Monica," No that was Jarred! Wow! I haven’t thought about him in a long

time… (Stares off into the distance lost in thought.) (Pause) Anyway, umm

Will’s, Will’s here on business and he didn’t have a place to go so I

invited him here.",43
Monica," Oh, and by the way, he’s lost a bunch of weight. I mean he looks

goo-ood! Okay, I mean really, really gorgeous! (Joey clears his throat.) I still

love Chandler.",30
Joey, I just want you to say it once in a while.,11
Monica," All right okay, just so you know, I’m not gonna make a turkey this

year.",15
Joey," No they’re not! They’re ugly and stupid and delicious!

Plus, eating them is like a tradition. It goes back to the 

very first Thanksgiving when the Indians sat down with the cowboys",32
Rachel," Oh right... That's when they had that 

big rodeo at Plymouth Rock.",12
Monica," All right! Okay, it’s just Phoebe. Will’s still on a diet,

Chandler doesn’t eat Thanksgiving food, and Rachel’s having her aversion to

poultry.",23
Rachel," Remember I had to leave the room the other day when you had that roast

chicken?",16
Joey," Yeah. But I thought that was because I put the whole thing on my hand and

made it walk across the table.",22
Monica," Anyway, it just doesn’t seem worth it to make a whole turkey for

just three people. Okay? It’s a lot of work.",22
Joey," But you gotta have turkey on Thanksgiving! I mean, Thanksgiving with no

turkey is like-like Fourth of July with no apple pie! Or Friday with no two pizzas!",28
Monica," All right fine! If it means that much to you! But just—there’s

gonna be a ton left over.",18
Joey, No there won’t! I promise I will finish that turkey!,10
Monica," All right, you’re telling me you can eat an entire turkey in just

one sitting?",15
Joey," That’s right! ‘Cause I’m a Tribbiani! (To Rachel) And this

is what we do! I mean we may not be great thinkers or world leaders, we don’t read a

lot or run very fast, but damnit! We can eat!",39
Monica," Hey, isn’t weird to think about how next year at this time

they’ll be a little baby at the table? (Chandler turns around in horror.) (Seeing

him) Rachel’s! But good to know where you’re at!",35
Monica," Actually there is. Chandler usually helps me with this, but he’s

really into the game so I don’t want to bother him. Could you help me fold these

napkins? (Hands her a stack of them.)",35
Monica, I’m gonna go across the hall to check on the yams.,11
Monica," No! No! No! No sweetie! No! Not like that! We’re not at a barn

dance. You’ve gotta—you wanna fold them like swans. Like I showed you at

Christmas time, remember?",30
Phoebe," Yeah, it all just came screaming back to me. (Monica exits.) (To

Chandler) So how’s the game?",17
Chandler," Yeah! I’m just pretending to watch the game so I don’t have

to help out with stuff.",17
Phoebe," I don’t believe you! That is…brilliant! And Monica has no

idea?",11
Chandler, Nope! Every once and a while I just scream stuff at the TV. ,13
Chandler," Yeah! Anderson just scored again! (To Phoebe) There’s no

Anderson.",10
Phoebe," Well I want to get in on this. Hey Mon? I don’t think I can help

you after all, I didn’t realize this game was on.",26
